




Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Date,Origin,
"Shuruppak Sulcus","Ganymede",2730,-19.62,231.75,"Planetographic  +West  0 - 360","Approved","2000-01-01 00:00:00.0","Assyro-Babylonian town on the banks of the Euphrates River where the gods planned the great flood.",
"Sicyon Sulcus","Ganymede",2125,33.7,15.3,"Planetographic  +West  0 - 360","Approved","1979-01-01 00:00:00.0","Greek; where Ganymede and Hebe were worshipped as rain-givers.",
"Sin","Ganymede",19,52.94,357.46,"Planetographic  +West  0 - 360","Approved","1979-01-01 00:00:00.0","Babylonian moon god.",
"Sippar Sulcus","Ganymede",3260,-19.9,170.2,"Planetographic  +West  0 - 360","Approved","1985-01-01 00:00:00.0","Ancient Babylonian town.",
"Siwah Facula","Ganymede",220,7,143,"Planetographic  +West  0 - 360","Approved","1985-01-01 00:00:00.0","Oasis oracle of Zeus-Ammon; visited by Alexander.",
"Tammuz","Ganymede",51,13.45,230.76,"Planetographic  +West  0 - 360","Approved","1985-01-01 00:00:00.0","Akkadian youthful god of vegetation; Ishtar's son.",
"Tanit","Ganymede",26,57.49,36.62,"Planetographic  +West  0 - 360","Approved","1979-01-01 00:00:00.0","Assyro-Babylonian; Carthaginian goddess.",
"Tashmetum","Ganymede",135,-39.72,264.54,"Planetographic  +West  0 - 360","Approved","2000-01-01 00:00:00.0","Assyro-Babylonian goddess who invented writing with her husband Nabu.",
"Ta-urt","Ganymede",94,27.66,304.2,"Planetographic  +West  0 - 360","Approved","1988-01-01 00:00:00.0","Egyptian childbirth goddess.",
"Terah Catena","Ganymede",283,7.1,277.6,"Planetographic  +West  0 - 360","Approved","2000-01-01 00:00:00.0","Phoenician moon god who battled with Keret in Negeb.",
"Teshub","Ganymede",188,-68.3,279.28,"Planetographic  +West  0 - 360","Approved","1994-01-01 00:00:00.0","Elamite god of the tempest.",
"Tettu Facula","Ganymede",189,37.6,160.96,"Planetographic  +West  0 - 360","Approved","1985-01-01 00:00:00.0","Egyptian town where Hatmenit and Osiris were worshipped.",
"Thebes Facula","Ganymede",360,7.1,202.2,"Planetographic  +West  0 - 360","Approved","1985-01-01 00:00:00.0","Ancient capitol of upper kingdom.",
"Thoth","Ganymede",102,-43.22,147.25,"Planetographic  +West  0 - 360","Approved","1985-01-01 00:00:00.0","Egyptian moon god; invented all arts and sciences.",
"Tiamat Sulcus","Ganymede",1330,4.14,209.1,"Planetographic  +West  0 - 360","Approved","1979-01-01 00:00:00.0","Assyro-Babylonian; tumultuous sea from which everything was generated.",
"Tros","Ganymede",94,11.14,27.26,"Planetographic  +West  0 - 360","Approved","1979-01-01 00:00:00.0","Greek; father of Ganymede.",
"Umma Sulcus","Ganymede",1270,4.1,249.5,"Planetographic  +West  0 - 360","Approved","2000-01-01 00:00:00.0","Sumerian town.",
"Upuant","Ganymede",17,46.4,319.54,"Planetographic  +West  0 - 360","Approved","1997-01-01 00:00:00.0","Jackal-headed warrior god, god of the dead.",
"Ur Sulcus","Ganymede",1145,49.5,177.5,"Planetographic  +West  0 - 360","Approved","1985-01-01 00:00:00.0","Ancient Sumerian seat of moon worship.",
"Uruk Sulcus","Ganymede",2200,3.4,160,"Planetographic  +West  0 - 360","Approved","1979-01-01 00:00:00.0","Babylonian city ruled by Gilgamesh.",
"[Wadjet]","Ganymede",100,-53.8,268.9,"Planetographic  +West  0 - 360","Dropped","2000-01-01 00:00:00.0","Egyptian cobra goddess. Same crater as Nut.",
"We-ila","Ganymede",36,-12.36,290.35,"Planetographic  +West  0 - 360","Approved","2000-01-01 00:00:00.0","Akkadian god from whom the hero Atra-hasis was created.",
"Wepwawet","Ganymede",86,-69.89,59.81,"Planetographic  +West  0 - 360","Approved","2000-01-01 00:00:00.0","Ancient Egyptian jackal deity.",
"Xibalba Sulcus","Ganymede",2200,43,71.1,"Planetographic  +West  0 - 360","Approved","1997-01-01 00:00:00.0","Mayan ""place of fright""; destination of those who escaped violent death.",
"Yaroun Patera","Ganymede",96,-46.65,142.15,"Planetographic  +West  0 - 360","Approved","2015-03-02 00:00:00.0","Wadi in Lebanon,  Neolithic archaeological site.",
"Zakar","Ganymede",170,31.28,333.67,"Planetographic  +West  0 - 360","Approved","1997-01-01 00:00:00.0","Assyrian supreme deity.",
"Zaqar","Ganymede",33,58.16,37.41,"Planetographic  +West  0 - 360","Approved","1979-01-01 00:00:00.0","Assyro-Babylonian; Sin's messenger who brought dreams to men.",
"Zu Fossae","Ganymede",2900,38.5,150.5,"Planetographic  +West  0 - 360","Approved","1985-01-01 00:00:00.0","Dragon of chaos slain by Marduk.",

